"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"18-Jan-2023","EQ","2,166.15","2,184.00","2,081.00","2,166.15","2,085.50","2,096.90","2,110.75","3,050.00","1,650.20",1916506,"4,045,270,640.20",88164
"17-Jan-2023","EQ","2,108.00","2,185.00","2,105.00","2,089.80","2,165.00","2,166.15","2,164.93","3,050.00","1,650.20",5814973,"12,588,994,023.05",193171
"16-Jan-2023","EQ","1,925.25","2,119.00","1,920.85","1,915.65","2,103.00","2,089.80","2,038.39","3,050.00","1,650.20",5267979,"10,738,216,634.40",153043
"13-Jan-2023","EQ","1,894.55","1,923.00","1,880.00","1,889.85","1,909.95","1,915.65","1,898.39","3,050.00","1,405.00",507766,"963,936,753.35",24525
"12-Jan-2023","EQ","1,884.25","1,895.00","1,866.80","1,877.15","1,890.00","1,889.85","1,886.26","3,050.00","1,405.00",575619,"1,085,766,839.35",33565
"11-Jan-2023","EQ","1,904.70","1,906.30","1,864.05","1,895.20","1,877.80","1,877.15","1,884.41","3,050.00","1,405.00",504917,"951,472,943.45",23723
"10-Jan-2023","EQ","1,893.40","1,907.40","1,845.10","1,891.45","1,883.00","1,895.20","1,882.98","3,050.00","1,405.00",654655,"1,232,703,854.20",33109
"09-Jan-2023","EQ","1,851.00","1,905.00","1,847.05","1,838.25","1,886.00","1,891.45","1,877.56","3,050.00","1,405.00",568005,"1,066,466,031.10",30073
"06-Jan-2023","EQ","1,868.90","1,868.90","1,830.00","1,860.00","1,841.70","1,838.25","1,846.63","3,050.00","1,336.90",455101,"840,403,630.00",21784
"05-Jan-2023","EQ","1,869.85","1,880.90","1,835.65","1,860.50","1,859.90","1,860.00","1,859.10","3,050.00","1,336.90",803349,"1,493,503,220.45",38912
"04-Jan-2023","EQ","1,902.00","1,914.70","1,850.00","1,892.95","1,862.00","1,860.50","1,876.03","3,050.00","1,336.90",728947,"1,367,524,561.90",34435
"03-Jan-2023","EQ","1,902.10","1,924.50","1,881.00","1,888.70","1,891.00","1,892.95","1,896.83","3,050.00","1,336.90",813712,"1,543,474,502.85",31024
"02-Jan-2023","EQ","1,933.70","1,948.25","1,880.00","1,931.80","1,894.00","1,888.70","1,908.29","3,050.00","1,336.90",695287,"1,326,809,499.70",35967
