"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"10-Feb-2023","EQ","573.60","599.90","560.00","582.30","584.00","583.95","587.70","987.85","395.10",12527188,"7,362,202,641.70",235173
"09-Feb-2023","EQ","587.25","589.00","546.20","599.25","581.65","582.30","573.99","987.85","395.10",22494005,"12,911,401,145.05",398039
"08-Feb-2023","EQ","564.00","605.00","563.00","553.15","603.00","599.25","591.14","987.85","395.10",31111885,"18,391,424,759.75",563228
"07-Feb-2023","EQ","550.00","598.45","543.00","545.45","555.95","553.15","573.14","987.85","395.10",46650736,"26,737,421,509.05",686386
"06-Feb-2023","EQ","498.00","548.70","476.70","498.85","541.90","545.45","520.79","987.85","395.10",38363919,"19,979,628,063.90",529063
"03-Feb-2023","EQ","459.00","507.00","395.10","462.45","488.40","498.85","447.54","987.85","395.10",89662866,"40,127,998,245.25",1070832
"02-Feb-2023","EQ","510.00","534.00","424.05","495.15","459.50","462.45","465.01","987.85","424.05",115517458,"53,716,569,907.80",1298246
"01-Feb-2023","EQ","627.00","629.00","459.50","612.65","504.00","495.15","544.61","987.85","459.50",46557720,"25,355,871,628.45",594888
"31-Jan-2023","EQ","600.00","626.90","588.10","597.00","613.30","612.65","609.50","987.85","537.00",33272489,"20,279,491,479.95",454898
"30-Jan-2023","EQ","620.00","656.60","566.95","596.95","600.80","597.00","604.66","987.85","537.00",58256575,"35,225,436,328.70",835679
"27-Jan-2023","EQ","699.00","699.85","537.00","713.15","604.50","596.95","616.10","987.85","537.00",64194046,"39,550,168,575.85",816215
"25-Jan-2023","EQ","753.00","756.90","706.00","761.20","714.55","713.15","720.06","987.85","651.95",17085455,"12,302,598,593.70",317405
"24-Jan-2023","EQ","769.15","774.00","758.00","769.05","759.00","761.20","766.71","987.85","651.95",3011438,"2,308,911,115.65",73048
"23-Jan-2023","EQ","778.35","778.35","762.40","774.45","767.75","769.05","769.20","987.85","651.95",4283589,"3,294,917,118.70",85286
"20-Jan-2023","EQ","776.00","786.60","772.45","776.05","772.95","774.45","779.81","987.85","651.95",3328697,"2,595,759,065.85",53255
"19-Jan-2023","EQ","783.95","783.95","771.75","786.50","773.00","776.05","777.06","987.85","651.95",5086667,"3,952,623,668.50",66003
"18-Jan-2023","EQ","784.00","795.85","776.60","784.75","782.40","786.50","787.59","987.85","651.95",5585785,"4,399,315,370.90",81950
"17-Jan-2023","EQ","788.35","791.45","778.10","787.05","784.00","784.75","785.54","987.85","651.95",2948618,"2,316,263,979.60",66214
"16-Jan-2023","EQ","797.00","797.50","784.40","794.65","788.35","787.05","788.82","987.85","651.95",3601251,"2,840,732,127.75",63605
"13-Jan-2023","EQ","795.60","800.25","786.00","792.95","793.00","794.65","793.78","987.85","651.95",4059998,"3,222,740,713.65",59898
"12-Jan-2023","EQ","796.70","799.45","786.10","796.45","795.00","792.95","793.20","987.85","651.95",2670641,"2,118,343,950.50",61573
"11-Jan-2023","EQ","800.00","803.10","789.05","796.40","794.00","796.45","796.74","987.85","651.95",3618663,"2,883,146,888.90",65665
"10-Jan-2023","EQ","817.00","820.65","781.10","816.65","795.00","796.40","798.76","987.85","651.95",4545808,"3,631,027,753.20",96236
"09-Jan-2023","EQ","810.45","820.25","809.10","806.10","817.00","816.65","815.39","987.85","651.95",2040072,"1,663,450,226.60",43195
"06-Jan-2023","EQ","819.90","824.40","803.50","819.60","805.80","806.10","811.46","987.85","651.95",2892006,"2,346,747,212.05",77774
"05-Jan-2023","EQ","814.05","821.60","797.00","810.00","818.25","819.60","812.20","987.85","651.95",3119740,"2,533,859,956.55",65560
"04-Jan-2023","EQ","820.80","822.00","806.50","820.45","807.00","810.00","814.04","987.85","651.95",3260112,"2,653,851,029.15",54470
"03-Jan-2023","EQ","822.25","826.40","817.80","822.30","818.00","820.45","821.76","987.85","651.95",2166531,"1,780,376,177.45",37159
"02-Jan-2023","EQ","823.00","826.75","816.30","818.10","822.00","822.30","822.02","987.85","651.95",2042294,"1,678,797,212.40",38026
